Place Name,Address,City,Zip,State,Place ID,Longitude,Latitude,Status,Last Contacted,Contact Name,Email/Contact,Phone Number,Booking Contact,Contact Type,Priority,Next Follow Up,Past Gigs,Future Gigs,Last Played,Next Booked,Past Gig Count,Future Gig Count,Total Gig Count,Last Synced,Venue Type,Website,Notes
Parker's Grille & Tavern 32858 Walker Rd,Avon Lake,OH 44012,,OH,parker-s-grille-and-tavern-32858-walker-rd-avon-lake-oh-44012,-82.022549,41.493238,Needs Review,Sat Jun 01 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,info@parkersgrilleandtavern.com,,,Fb,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,
Parma Tap House,5513 Pearl Rd,Parma,44129,OH,parma-tap-house-parma-oh-44129,-81.735747,41.411939,Needs Review,,,,440-558-2190,,,,,,,,,,,,,Other Venue,,
Patina Porch,2434 W Monroe St,Sandusky,44870,OH,patina-porch-sandusky-oh-44870,-82.733268,41.44625,Played in the Past,7/23/2025,Abbey Swanson,Swanson@patinaporch.com,419-202-7779,,,,,2026-03-14; 2026-03-14 6:00pm ET | COMPLETED | Patina Porch | A7391F19-4A50-4C71-9C06-5DC1B4D110E2,,2026-03-14 6:00pm ET | COMPLETED | Patina Porch | A7391F19-4A50-4C71-9C06-5DC1B4D110E2,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Pearll Rd Tavern & Eatery,4370 Pearl Rd,Cleveland,44109,OH,pearll-rd-tavern-and-eatery-cleveland-oh-44109,-81.708919,41.436718,Needs Review,,,,,,,,,,,,,,,,,Restaurant,,
Penguin City Brewing Company,460 E Federal St,Youngstown,44503,OH,penguin-city-brewing-company-youngstown-oh-44503,-80.641191,41.096592,Needs Review,,,,330-755-0709,,,,,,,,,,,,,Brewery,,
Peninsula Coffee House and Market,1653 Main St,Peninsula,44264,OH,peninsula-coffee-house-and-market-peninsula-oh-44264,-81.550339,41.241369,Booked,01/23/2025,Mark,Mark@PeninsulaCoffeHouse.com,330-242-2661,,stop,1,,2024-09-14 | COMPLETED | JustDeeDeeMusic Live @ Peninsula Coffee House and Market | 1653 Main St; 2025-07-12; 2025-07-12 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 16l1qeond5s2i90vr2tijg1nh5@google.com; 2025-09-13; 2025-09-13 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 51kj2o2bcqlhcq2db6oot47n12@google.com; 2025-11-01; 2025-11-01 5:00pm ET | COMPLETED | Peninsula Coffee House and Market | 4hskhoag9ugo6adrqbf287fabr@google.com; OH 44264 | historical-2024-09-14-peninsula-coffee-house-market-justdeedeemusic-live-peninsula-coffee-house-market-52; Peninsula,2026-10-17; 2026-10-17 5:00pm ET | BOOKED | Peninsula Coffee House and Market | 1o0olpjvbf74dfdlaclk527qob@google.com; 2026-12-19; 2026-12-19 5:00pm ET | BOOKED | Peninsula Coffee House and Market | 0kbthq8fns079hnjb4v9hpk3c3@google.com,Peninsula,Sat Oct 17 2026 00:00:00 GMT-0400 (Eastern Daylight Time),9,4,13,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Coffee Shop,http://peninsulacoffeehouse.com/,
Peninsula Foundation,6050 Riverview Rd,Peninsula,44264,OH,peninsula-foundation-peninsula-oh-44264,-81.554981,41.238758,Needs Review,Thu Jun 05 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,Info@peninsulahistory.org,330-657-2528,,,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,http://peninsulaohio.com/,
Pier Pub,38 Main St.  Huron,OH  44839,,OH,pier-pub-38-main-st-huron-oh-44839,-82.551972,41.396646,Not Contacted Yet,Mon Dec 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Steve,,567-330-8043,,,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Pub/Bar,,
Pipe Creek Wharf,2330 River Ave,Sandusky,44870,OH,pipe-creek-wharf-sandusky-oh-44870,-82.672392,41.44796,Booked,,,,419-502-1025,,,,,,2026-06-12; 2026-06-12 5:00pm ET | BOOKED | Pipe Creek Wharf | 2ds75pvub86kj566d8g262qrv0@google.com; 2026-08-07; 2026-08-07 5:00pm ET | BOOKED | Pipe Creek Wharf | 1ohhuq5le7a0lcfl4i62e3t2hi@google.com; 2026-08-21; 2026-08-21 5:00pm ET | BOOKED | Pipe Creek Wharf | 4uh80ul51m231ilj2gpg65rpqr@google.com,,Fri Jun 12 2026 00:00:00 GMT-0400 (Eastern Daylight Time),0,6,6,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Prime Vine Winery,4332 Manchester Rd,New Franklin,44319,OH,prime-vine-winery-new-franklin-oh-44319,-81.560131,40.984918,Not Contacted Yet,Mon Feb 10 2025 00:00:00 GMT-0500 (Eastern Standard Time),Carrie. Owner Jim  working on getting ascap. Originals right now,Wine@primevinewinery.com,330-807-1317,,stop,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,,
Proof BBQ,4116 Lorain Ave,Cleveland,44113,OH,proof-bbq-cleveland-oh-44113,-81.713881,41.480256,Needs Review,,,,216-644-4292,,,,,,,,,,,,,Other Venue,,
Quenched and Tempered Brewing Company,1210 Jackson St,Toledo,43604,OH,quenched-and-tempered-brewing-company-toledo-oh-43604,-83.540149,41.657514,Needs Review,,,,49-469-2277,,,,,,,,,,,,,Brewery,,
"R Box Grill and Swill  2199 Mentor Ave.  Painesville, OH",,,,OH,r-box-grill-and-swill-2199-mentor-ave-painesville-oh,-81.288248,41.689513,Needs Review,,,,440-352-8800,,,,,,,,,,,,,Restaurant,,
Railroad Brewing Company 820 Center Rd,Avon,OH 44011,,OH,railroad-brewing-company-820-center-rd-avon-oh-44011,-82.01944,41.477938,Told No / Closed / No Music,Wed Jul 03 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Tom,Info@railroad.beer,440-476-7792,,stop,2,,2024-08-16 | COMPLETED | JustDeeDeeMusic Live @ Railroad Brewing Center Station | 820 Center Rd; Avon; Manual sheet history: Played=Yes; OH 44011 | historical-2024-08-16-railroad-brewing-center-station-justdeedeemusic-live-railroad-brewing-center-station-41; last played=2024-08-16.; recorded count=2,,Fri Aug 16 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,2,,2,2026-05-08T02:35:41.539Z,Brewery,Tom's phone,Previous CRM status: Closed and Not Booking
Red Eagle Distillery,6202 S River Rd W,Geneva,44041,OH,red-eagle-distillery-geneva-oh-44041,-80.97391,41.741584,Played in the Past,9/28/2025,Remy,Southriverwinery@windstream.net,440-466-6604,,,,,2025-10-10; 2025-10-10 6:00pm ET | COMPLETED | Red Eagle Distillery | 7bel4kq80313ab7gmdlso0hm5k@google.com,,2025-10-10 6:00pm ET | COMPLETED | Red Eagle Distillery | 7bel4kq80313ab7gmdlso0hm5k@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Red Tail Golf Club,4400 Nagel Rd,Avon,44011,OH,red-tail-golf-club-avon-oh-44011,-81.989658,41.423554,Needs Review,12/30/2023,,Office@redtailgolfclub.com,440-937-6018,,,2,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Red Wagon Farm,16081 E River Rd,Columbia Station,44028,OH,red-wagon-farm-columbia-station-oh-44028,-81.912187,41.299604,Not Contacted Yet,05/29/2024,Jeff,Jeff.redwagonbrewing@gmail.com,440-236-3007,,stop,1,,,,,,,,5,2026-05-07T04:36:16.000Z,Farm/Farmers Market,https://www.redwagonfarm.com,
Red Wine & Brew,9620 Old Johnnycake Ridge Rd,Mentor,44060,OH,red-wine-and-brew-mentor-oh-44060,-81.295076,41.665873,Not Contacted Yet,10/18/2025,Lori,,440-210-0024,,,,,,,,,,,,,Brewery,,
Regal Vineyards,2678 County Line Rd S,Geneva,44041,OH,regal-vineyards-geneva-oh-44041,-81.002408,41.796131,Not Contacted Yet,Fri May 09 2025 00:00:00 GMT-0400 (Eastern Daylight Time),tt Debbie,,419-702-7047,,visit,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Red's Lakehouse,9268 E Bayshore Rd,Lakeside Marblehead,43440,OH,red-s-lakehouse-lakeside-marblehead-oh-43440,-82.756814,41.515108,Not Contacted Yet,10/13/2025,Ashley,,440-812-4936,,visit,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Reithoffer's Art,Spirits & Entertainment,17711 Ravenna Rd,,OH,reithoffer-s-art-chagrin-falls-oh-44023,-81.215817,41.389779,Needs Review,,,,216-246-7644,,,,,,,,,,,,,Art Gallery,,
Richfield Brewing,3871 Broadview Rd.  Richfield,OH  44286,,OH,richfield-brewing-3871-broadview-rd-richfield-oh-44286,-81.653166,41.23748,Not Contacted Yet,Thu Sep 04 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Morgan Massey,,330-944-2739,,,,,,,,,,,,,Brewery,,
Ridge & Rail,6784 Ridge Rd,Wadsworth,44281,OH,ridge-and-rail-wadsworth-oh-44281,-81.735701,41.089782,Played in the Past,Thu Apr 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Kyle Sarah,,,,,,,2026-02-05; 2026-02-05 6:00pm ET | COMPLETED | Ridge & Rail | 0bfau4b8sd9fcchuecbdnpam6b@google.com; 2026-03-01; 2026-03-01 4:30pm ET | COMPLETED | Ridge & Rail | 74gqltunvi337fnjp4c4k0q7vk@google.com; 2026-03-25; 2026-03-25 7:00pm ET | COMPLETED | Ridge & Rail | 50lctdhjfti2fgig26gtla0le4@google.com,,2026-03-25 7:00pm ET | COMPLETED | Ridge & Rail | 50lctdhjfti2fgig26gtla0le4@google.com,,6,0,6,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Riverside Cantina,255 W Lakeshore Dr,Port Clinton,43452,OH,riverside-cantina-port-clinton-oh-43452,-82.943381,41.516833,Needs Review,,,,419-734-2243,,,,,,,,,,,,,Other Venue,,
Roadside Inn,6407 Lafayette Rd #8549,Medina,44256,OH,roadside-inn-medina-oh-44256,-81.935317,41.099029,Needs Review,,,,330-662-4020,,,,,,,,,,,,,Other Venue,,
Rock Creek Kitchen & Bar,7768 W 130th St,Middleburg Heights,44130,OH,rock-creek-kitchen-and-bar-middleburg-heights-oh-44130,-81.785103,41.353324,Not Contacted Yet,01/24/2024,Anthony,info@rockcreekbar.com,440-887-0900,,,2,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,https://rockcreekbar.com,
Rockin' Ranch Saloon,8315 Milan Rd,Sandusky,44870,OH,rockin-ranch-saloon-sandusky-oh-44870,-82.635858,41.358898,Needs Review,,,,419-541-0949,,,,,,,,,,,,,Other Venue,,
Rocky Point Winery,111 W Main St,Marblehead,43440,OH,rocky-point-winery-marblehead-oh-43440,-82.729439,41.54048,Not Contacted Yet,Sun Aug 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Chris 419-967-5344,,,,Stop,,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
Rohr's Wine Room,28 Charles Ave SE,Massillon,44646,OH,rohr-s-wine-room-massillon-oh-44646,-81.522285,40.795646,Not Contacted Yet,Sun Feb 11 2024 00:00:00 GMT-0500 (Eastern Standard Time),Richard,rohrswineroom@gmail.com,330-620-9757,,email,2,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
Rosabella Winery,3951 OH-307,Austinburg,44010,OH,rosabella-winery-austinburg-oh-44010,-80.895996,41.767536,Not Contacted Yet,Thu May 08 2025 00:00:00 GMT-0400 (Eastern Daylight Time),art,info@rosabellawinery.com,440-275-5218,,stop,3,,,,,,,,,,Winery,http://www.rosabellawinery.com/,
Roses Run Country Club,2636 N River Rd,Stow,44224,OH,roses-run-country-club-stow-oh-44224,-81.411814,41.144706,Needs Review,,,,330-688-4653,,,,,,,,,,,,,Other Venue,,
Royal Gardens,680 W Turkeyfoot Lake Rd,New Franklin,44319,OH,royal-gardens-new-franklin-oh-44319,-81.545538,40.981323,Needs Review,Fri Mar 01 2024 00:00:00 GMT-0500 (Eastern Standard Time),,samsroyalgardens@gmail.com,234-678-3802,,Email,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Rudders Cafe,3260 NE Catawba Rd,Port Clinton,43452,OH,rudders-cafe-port-clinton-oh-43452,-82.846544,41.571927,Needs Review,,,,419-797-3260,,,,,,,,,,,,,Coffee Shop,,
Russo's,4895 State Rd. Peninsula,OH 44264,,OH,russo-s-4895-state-rd-peninsula-oh-44264,-81.4963,41.202207,Not Contacted Yet,Tue Sep 09 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Andy Hawes tt him. Gave him info,,,,Lmw Heather owners friend books,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Ryes N Shine,2704 Front St,Cuyahoga Falls,44221,OH,ryes-n-shine-cuyahoga-falls-oh-44221,-81.472851,41.146011,Open Microphone,Tue Dec 03 2024 00:00:00 GMT-0500 (Eastern Standard Time),Rachel,ryesandshinefalls@gmail.com,234-208-9828,,email,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Other Venue,https://www.ryesnshinefalls.com,Open microphone
S&M Winery,2022 Locust  St.  Canal Fulton,OH 44614,,OH,s-and-m-winery-2022-locust-st-canal-fulton-oh-44614,-81.576302,40.88256,Not Contacted Yet,Thu Sep 04 2025 00:00:00 GMT-0400 (Eastern Daylight Time),330-699-1577,,,,Messenger,,,,,,,,,,,Winery,,
Salem Italian American Club,250 Penn Ave,Salem,44460,OH,salem-italian-american-club-salem-oh-44460,-80.852392,40.899319,Needs Review,,,,330-332-5919,,,3,,,,,,,,,,Other Venue,https://www.facebook.com/iacsalem/,
Sammy K's Steak House,4706 N Ridge Rd,Perry,44081,OH,sammy-k-s-steak-house-perry-oh-44081,-81.120682,41.788063,Not Contacted Yet,10/18/2025,Joann or Shelly,,440-259-5050,,,,,,,,,,,,,Other Venue,,
Sand Trap Grill & Bar 6824 Bunker Rd,North Royalton,OH 44133,,OH,sand-trap-grill-and-bar-6824-bunker-rd-north-royalton-oh-44133,-81.735127,41.345651,Needs Review,,,,440-652-6059,,,4,,,,,,,,,,Restaurant,,
Sandusky Yacht Club,529 E Water St,Sandusky,44870,OH,sandusky-yacht-club-sandusky-oh-44870,-82.705961,41.459684,Needs Review,,,,419-625-6567,,,,,,,,,,,,,Other Venue,,
Sandy Ridge Vineyards,180 State Rte 61,Norwalk,44857,OH,sandy-ridge-vineyards-norwalk-oh-44857,-82.584242,41.257427,Needs Review,,,,419-504-8884,,,,,,,,,,,,,Other Venue,,
Sandy Springs Brewing Company,232 N Market St,Minerva,44657,OH,sandy-springs-brewing-company-minerva-oh-44657,-81.10378,40.729532,Open Microphone,05/29/2024,Amanda,,330-522-4024,,,5,,,,,,,,2,2026-05-07T04:36:16.000Z,Brewery,http://www.sandyspringsbrewery.com/,Open microphone
Sapphire Creek Winery & Gardens,16965 Park Cir Dr,Chagrin Falls,44023,OH,sapphire-creek-winery-and-gardens-chagrin-falls-oh-44023,-81.351053,41.41198,Not Contacted Yet,03/21/2024,Jennifer,Jennifer.conley@saphire-creek.com,440-543-7777,,Email,4,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,https://sapphire-creek.com,
Sarah's Vineyard,1204 W Steels Corners Rd,Cuyahoga Falls,44223,OH,sarah-s-vineyard-cuyahoga-falls-oh-44223,-81.553101,41.180812,Not Contacted Yet,Mon Jan 08 2024 00:00:00 GMT-0500 (Eastern Standard Time),Sarah,sarah@sarahsvineyardwinery.com,330-929-8057,,stop,2,,,,,,,,,,Other Venue,sarahsvineyardwinery.com,Booking prior musicians first and will see what is left
Savoria Bar & Grill,7703 Reynolds Rd,Mentor,44060,OH,savoria-bar-and-grill-mentor-oh-44060,-81.378213,41.661541,Needs Review,,,,440-951-7100,,,,,,,,,,,,,Restaurant,,
Schnitz Ale Productions & Taphouse,20102 Progress Dr. Strongsville,OH 44149,,OH,schnitz-ale-productions-and-taphouse-20102-progress-dr-strongsville-oh-44149,-81.844733,41.326766,Not Contacted Yet,Sun Mar 03 2024 00:00:00 GMT-0500 (Eastern Standard Time),Igor,,,,Messenger,1,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,https://schnitzalebrewery.com,
School House Winery,455 Schneiders Crossing Rd NW,Dover,44622,OH,school-house-winery-dover-oh-44622,-81.462433,40.561468,Needs Review,,,,330-602-9463,,,,,,,,,,,,,Winery,,
Seeing Double Speakeasy Bar,26880 Brookpark Ext,North Olmsted,44070,OH,seeing-double-speakeasy-bar-north-olmsted-oh-44070,-81.920231,41.419544,Needs Review,08/20/2025,,,440-641-1267,,,2,,,,,,,,,,Pub/Bar,http://www.seeingdoublecle.com/,
Sense by The Falls,1749 Front St Unit C,Cuyahoga Falls,44221,OH,sense-by-the-falls-cuyahoga-falls-oh-44221,-81.484807,41.128684,Told No / Closed / No Music,12/22/2023,Megan,,234-529-7289,,stop,1,,2024-05-10 | COMPLETED | JustDeeDeeMuisc Live @ Sense By The Falls | 1749 Front St Unit C; 2024-07-27 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C; 2024-10-26 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C; 2024-12-13 | COMPLETED | JustDeeDeeMusic Live @ Sense By The Falls | 1749 Front St Unit C; Cuyahoga Falls; OH 44221 | historical-2024-05-10-sense-by-the-falls-justdeedeemuisc-live-sense-by-the-falls-19; OH 44221 | historical-2024-07-27-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-34; OH 44221 | historical-2024-10-26-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-62; OH 44221 | historical-2024-12-13-sense-by-the-falls-justdeedeemusic-live-sense-by-the-falls-72,,Fri Dec 13 2024 00:00:00 GMT-0500 (Eastern Standard Time),,4,,4,2026-05-08T02:35:41.539Z,Other Venue,https://sensebythefalls.com/,Previous CRM status: Closed and Not Booking
"Seven Brothers Distilling Company 6527 N River Rd W Harpersdfield Township, OH  44041",,,,OH,seven-brothers-distilling-company-6527-n-river-rd-w-harpersdfield-township-oh-44,-80.987191,41.763594,Needs Review,8/19/2025,,,,,,,,,,,,,,,,Other Venue,,
Shale Creek Golf Club,5420 Wolff Rd,Medina,44256,OH,shale-creek-golf-club-medina-oh-44256,-81.881917,41.192727,Not Contacted Yet,09/28/2025,Kat,Shalecreek@taste-food.com,330-952-9952,,,,,,,,,,,,,Other Venue,,
Sharon James Cellars 11303 Kinsman Rd,Newbury,OH 44065,,OH,sharon-james-cellars-11303-kinsman-rd-newbury-oh-44065,-81.235661,41.463232,Not Contacted Yet,10/16/2025,Frank text 440-521-2622,sharonjamescellarsevents@gmail.com,440-739-4065,,email,2,,,,,,,,5,2026-05-07T04:36:16.000Z,Other Venue,http://sharonjamescellars.com/,
Shore House Tavern,306 W Water St,Sandusky,44870,OH,shore-house-tavern-sandusky-oh-44870,-82.714161,41.45655,Needs Review,,,,419-502-0060,,,,,,,,,,,,,Pub/Bar,,
Signature of Solon Country Club,39000 Signature Dr,Solon,44139,OH,signature-of-solon-country-club-solon-oh-44139,-81.400223,41.359914,Needs Review,03/18/2024,,,440-498-8888,,FB,2,,,,,,,,,,Other Venue,https://www.signatureofsoloncc.com,
Signature of Solon,39000 Signature Dr,Solon,44139,OH,signature-of-solon-solon-oh-44139,-81.400223,41.359914,Not Contacted Yet,08/27/2025,Lm for Kevin squiggly general manager,,440-498-8888,,,,,,,,,,,,,Other Venue,,
Sora & Oak Sushi & Whiskey Bar,212 Hancock St,Sandusky,44870,OH,sora-and-oak-sushi-and-whiskey-bar-sandusky-oh-44870,-82.708306,41.457082,Needs Review,,,,419-502-1019,,,,,,,,,,,,,Pub/Bar,,
South River Winery,6062 S River Rd W,Geneva,44041,OH,south-river-winery-geneva-oh-44041,-80.968958,41.741681,Played in the Past,Sat Mar 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),,,440-466-6676,,,,,2025-10-18; 2025-10-18 6:00pm ET | COMPLETED | South River Vineyard | 3mbv8pg473a8ns4l0an8lmeaue@google.com,,2025-10-18 6:00pm ET | COMPLETED | South River Vineyard | 3mbv8pg473a8ns4l0an8lmeaue@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Winery,,
Speak of the Devil Cocktail Bar,201 W 5th St,Lorain,44052,OH,speak-of-the-devil-cocktail-bar-lorain-oh-44052,-82.176982,41.466229,Not Contacted Yet,Mon Sep 08 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Kurt,,440-434-4286,,,,,,,,,,,,,Pub/Bar,,
Speakeasy Coffee,128 Canal St N,Canal Fulton,44614,OH,speakeasy-coffee-canal-fulton-oh-44614,-81.598063,40.89007,Needs Review,,,,330-408-7667,,,,,,,,,,,,,Coffee Shop,,
Spider Monkey Brewing Company,,,,OH,spider-monkey-brewing-company-oh,-81.896463,41.47057,Needs Review,,,,,,,,,,,,,,,,,Brewery,,
Spirits in WIlloughby,3872 Erie St,Willoughby,44094,OH,spirits-in-willoughby-willoughby-oh-44094,-81.40654,41.644852,Not Contacted Yet,Mon Jun 10 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Cindy/ Crystal is gm Cindy is owner,,440-525-5699,,,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,http://www.spiritsinwilloughbydtw.com/,
Spunkmeyers Pub & Grill 993 High St,Wadsworth,OH 44281,,OH,spunkmeyers-pub-and-grill-993-high-st-wadsworth-oh-44281,-81.72874,41.050122,Needs Review,05/19/2024,Jessica,,330-334-5080,,Email,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Restaurant,,Call Sunday May 18 1PM
Square 22 Restaurant and Bar,13485 Pearl Rd,Strongsville,44136,OH,square-22-restaurant-and-bar-strongsville-oh-44136,-81.835174,41.316318,Not Contacted Yet,08/30/2025,Shayna. Courtney gm does booking,Courtney@thesquare22.com,440-268-8322,,Email and talk,3,,,,,,,,,,Restaurant,,
Stable Winery,5961 OH-7,Andover,44003,OH,stable-winery-andover-oh-44003,-80.571295,41.588512,Needs Review,,,,440-965-6900,,,4,,,,,,,,,,Winery,http://www.stablewinery.com/,
Stonegait Winery 4275 Bates Rd,Madison,OH 44057,,OH,stonegait-winery-4275-bates-rd-madison-oh-44057,-81.030901,41.758976,Not Contacted Yet,10/17/2024,Bill books wife beth,Betheinz@windstream.net,440-307-9571,,stop,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Winery,http://www.stonegaitwinery.com/,
Streets Tavern,9107 OH-14,Streetsboro,44241,OH,streets-tavern-streetsboro-oh-44241,-81.332252,41.235153,Needs Review,,,,330-626-2277,,,,,,,,,,,,,Pub/Bar,,
Sully's Irish Pub,117 W Liberty St,Medina,44256,OH,sully-s-irish-pub-medina-oh-44256,-81.864376,41.139193,Told No / Closed / No Music,Sun Dec 03 2023 00:00:00 GMT-0500 (Eastern Standard Time),,,330-764-3333,,stop/fb,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Pub/Bar,,Previous CRM status: Closed and Not Booking
Sully's Speakeasy,129 Canal St N,Canal Fulton,44614,OH,sully-s-speakeasy-canal-fulton-oh-44614,-81.598456,40.889813,Needs Review,08/27/2024,,,,,Messenger,,,,,,,,,,,Other Venue,,
Sunny Slope Winery,12251 OH-39,Big Prairie,44611,OH,sunny-slope-winery-big-prairie-oh-44611,-82.062812,40.585779,Needs Review,01/27/2024,,sunnyslopewinery@gmail.com,330-464-8314,,,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,
Szalay's Farm & Market,4563 Riverview Rd,Peninsula,44264,OH,szalay-s-farm-and-market-peninsula-oh-44264,-81.573496,41.200952,Not Contacted Yet,Mon May 06 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Paula rotating schedule,,330-657-2727,,stop,1,,,,,,,,,,Farm/Farmers Market,,
TailGators Sports Pub & Grille,469 College St #1105,Wadsworth,44281,OH,tailgators-sports-pub-and-grille-wadsworth-oh-44281,-81.741852,41.025351,Not Contacted Yet,12/22/2023,Andrea,,330-334-5151,,stop,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,
Tater Hill Tavern,9720 OH-113,Berlin Heights,44814,OH,tater-hill-tavern-berlin-heights-oh-44814,-82.447545,41.309913,Needs Review,,,,,,,,,,,,,,,,,Pub/Bar,,
Tavs 1888,106 E Main St,Ravenna,44266,OH,tavern-1888-ravenna-oh-44266,-81.242843,41.157608,Open Microphone,12/24/2023,Sandy Knotek,,330-839-8392,,stop,3,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,,Open microphone
Tavern of Independence,5530 Brecksville Rd,Independence,44131,OH,tavern-of-independence-independence-oh-44131,-81.640829,41.411076,Played in the Past,05/14/2024,Chad or Tracy,,216-264-4344,,Lm,1,,2024-08-30 | COMPLETED | JustDeeDeeMusic Live @ Tavern of Independence | 5530 Brecksville Rd; Independence; OH 44131 | historical-2024-08-30-tavern-of-independence-justdeedeemusic-live-tavern-of-independence-46,,Fri Aug 30 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Pub/Bar,https://tavernofindy.com/,
Teamz Restaurant & Bar,6611 Eastland Rd,Middleburg Heights,44130,OH,teamz-restaurant-and-bar-middleburg-heights-oh-44130,-81.842436,41.388998,Not Contacted Yet,Mon Feb 10 2025 00:00:00 GMT-0500 (Eastern Standard Time),Shannon,Teamz.Shannon@gmail.com,440-243-1288 or 7288,,stop,,,,,,,,,,,Restaurant,,no 2026 music Tony ks trios and bands only
Terrestrial Brewing Company,7524 Father Frascati,Cleveland,44102,OH,terrestrial-brewing-company-cleveland-oh-44102,-81.736707,41.48697,Not Contacted Yet,Sun Mar 03 2024 00:00:00 GMT-0500 (Eastern Standard Time),Andy,info OR Music@terrestrialbrewing.com,216-465-9999,,stop,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Brewery,https://terrestrialbrewing.com,
The Atwood Dock Marina & Grill,1601 Magnolia Rd SW,Dellroy,44620,OH,the-atwood-dock-marina-and-grill-dellroy-oh-44620,-81.22143,40.559834,Needs Review,,,,330-735-1706,,,,,,,,,,,,,Restaurant,,
The Aviator Cleveland,20920 Brookpark Rd,Cleveland,44135,OH,the-aviator-cleveland-cleveland-oh-44135,-81.848853,41.418794,Not Contacted Yet,2/19/2025,Sierra Thomas / Doug Covina,info@aviatorcle.com,216-770-5300,,FB,2,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,https://aviatorcle.com,
The Backyard,1813 Pearl Rd,Brunswick,44212,OH,the-backyard-brunswick-oh-44212,-81.841367,41.225789,Needs Review,04/28/2024,,Jim 440-334-4031 (cell),330-741-3539,,,3,,,,,,,,3,2026-05-07T04:36:16.000Z,Other Venue,http://backyardoh.com/,
The Barrel Room on Canal,129 North Canal,Canal Fulton,44614,OH,the-barrel-room-on-canal-canal-fulton-oh-44614,-81.598456,40.889813,Told No / Closed / No Music,,,,330-408-7131,,No live music,,,,,,,,,,,Pub/Bar,,Previous CRM status: Closed and Not Booking
The Barrel Room,7901 Cleveland Ave NW,North Canton,44720,OH,the-barrel-room-north-canton-oh-44720,-81.4061,40.90123,Needs Review,,,,330-244-15354,,,,,,,,,,,,,Pub/Bar,,
The Basement in Brimfield,3975 Cascades Blvd,Brimfield Township,44240,OH,the-basement-in-brimfield-brimfield-township-oh-44240,-81.386706,41.097964,Needs Review,,,,330-678-4800,,,4,,,,,,,,,,Other Venue,https://thebasementbars.com/menu/,
